image_id,image_path,label,class,source,magnification,width,height,channels,split,md5_hash
histo_00286,histopathology/images/histo_00286.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,45264025e24ee256b23e962eca360cc1
histo_00287,histopathology/images/histo_00287.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,4742d0b74e7653593a66a3a9fce297d8
histo_00288,histopathology/images/histo_00288.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,8bb8c8aa1fce4c8a89872a4c01485ed8
histo_00289,histopathology/images/histo_00289.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,558bc589bddd5f9b85347916dc548ba6
histo_00290,histopathology/images/histo_00290.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,6ff734467cff2b42c6591f23fe9d38f5
histo_00291,histopathology/images/histo_00291.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,a523f6a80dc7a9260d7d13f189e3f865
histo_00292,histopathology/images/histo_00292.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,test,9f508899851c352e8a534013b01cd03d
histo_00293,histopathology/images/histo_00293.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,1cbc32a6462949dee81a7474364bfba4
histo_00294,histopathology/images/histo_00294.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,cf95a11694a91f6dd164bd7d8f858960
histo_00295,histopathology/images/histo_00295.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,test,ac89536d09273408a2752ff702822506
histo_00296,histopathology/images/histo_00296.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,8d4592644d60f0ee11b09882a7fe5674
histo_00297,histopathology/images/histo_00297.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,test,0621e2e6184528e616668072334ba72b
histo_00298,histopathology/images/histo_00298.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,5dd52451b31cc8e9eb4ce63d974c0afd
histo_00299,histopathology/images/histo_00299.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,ab9454933004de13cb0639054d22b51c
histo_00300,histopathology/images/histo_00300.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,997418d0d3fdd6df315ba482113ecd05
histo_00301,histopathology/images/histo_00301.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,3cf90f39d1d18169f476bbb7258a5248
histo_00302,histopathology/images/histo_00302.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,4b64395f63cac99d80e89cc031f4ca1b
histo_00303,histopathology/images/histo_00303.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,2acfbad93f1552c5e5f29608c9d8fd4b
histo_00304,histopathology/images/histo_00304.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,4200d7723e3d7cca14d75b5443d42b60
histo_00305,histopathology/images/histo_00305.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,e7517bec2d26db4ede6d4e004a3d6f13
histo_00306,histopathology/images/histo_00306.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,test,54004f5c2b518418cf5bb782656fa394
histo_00307,histopathology/images/histo_00307.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,16ee6060d5856ae45bf646652df7f586
histo_00308,histopathology/images/histo_00308.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,d425fd64016cae45be86c68f3503701c
histo_00309,histopathology/images/histo_00309.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,a8ebf953665587489a825a0cc8ddb172
histo_00310,histopathology/images/histo_00310.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,0589bf7dc6ad6875f9448e1ba78137b3
histo_00311,histopathology/images/histo_00311.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,cbe9bf78d76af5ed3049ffa601d65944
histo_00312,histopathology/images/histo_00312.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,da27b84d999f40b5157c7f2ae41386d0
histo_00313,histopathology/images/histo_00313.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,e7dc75e0f74fe9afe62e53a8c5e199e6
histo_00314,histopathology/images/histo_00314.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,fe17b2440f8839e190fc66d7a775ca76
histo_00315,histopathology/images/histo_00315.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,54b57472ffa235328da08ac37c731cdd
histo_00316,histopathology/images/histo_00316.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,d1c358f136c39b013b105a82bc5c0837
histo_00317,histopathology/images/histo_00317.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,78626c743af22ea8c9ca307c90188123
histo_00318,histopathology/images/histo_00318.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,a083b271f859de92bd273355942bafe8
histo_00319,histopathology/images/histo_00319.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,5ca33485ca014d3d1d113efd1ab4b73f
histo_00320,histopathology/images/histo_00320.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,bfb60737eb2dcc5df0b1b5fa9de41606
histo_00321,histopathology/images/histo_00321.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,b091bb3b678425d79ca93603e4843e61
histo_00322,histopathology/images/histo_00322.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,117e973169f4ef8ccbef0909c9fe94f6
histo_00323,histopathology/images/histo_00323.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,f3f66013e1bf280e398818e965e59418
histo_00324,histopathology/images/histo_00324.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,test,007d48c674ada3add7c427b17d85658a
histo_00325,histopathology/images/histo_00325.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,7c8b424a5d558fa32fedca429bcd855b
histo_00326,histopathology/images/histo_00326.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,test,c1743713f0542f2f359014137c31ed4c
histo_00327,histopathology/images/histo_00327.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,29db2fe4d95b6c824f290080ba981b71
histo_00328,histopathology/images/histo_00328.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,dc580cf93c3083a848f74f020dc813f2
histo_00329,histopathology/images/histo_00329.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,32ca1787fcbf6eacb4a90cb2427db433
histo_00330,histopathology/images/histo_00330.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,test,5cbadb77d3f981d1d7aa47da9015d4d8
histo_00331,histopathology/images/histo_00331.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,test,52f7018f7bd8a3329d5eed5e04d57323
histo_00332,histopathology/images/histo_00332.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,d56186a943b317d301212485111efc4c
histo_00333,histopathology/images/histo_00333.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,05c0ad26da80893ffaafe7d60b4522b3
histo_00334,histopathology/images/histo_00334.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,df0aeced12ac896aee4b8d40382031cc
histo_00335,histopathology/images/histo_00335.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,09925200c7a4c75a3a2ebfd9bab46f5d
histo_00336,histopathology/images/histo_00336.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,9d87096c8bc820d7b1bce078fcd91053
histo_00337,histopathology/images/histo_00337.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,38224aa068050e7afb2ae80aa781982b
histo_00338,histopathology/images/histo_00338.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,953db684140d877eaeb2de869b44fafd
histo_00339,histopathology/images/histo_00339.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,9b2bae63053f32cc269844d18922cf4e
histo_00340,histopathology/images/histo_00340.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,c1b58f8f85e796fd8f54318c4e80d6dd
histo_00341,histopathology/images/histo_00341.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,fa296ab3a676a5d9e5fb7e98b0994520
histo_00342,histopathology/images/histo_00342.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,993f377fc951a7e22bec661020d432ab
histo_00343,histopathology/images/histo_00343.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,33802374eaced53dee6b9369e1ec952e
histo_00344,histopathology/images/histo_00344.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,4e43b9b3f0bcac03b4097a6d2b7ee3f1
histo_00345,histopathology/images/histo_00345.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,fddfe6adce96825b931a60bcfc495131
histo_00346,histopathology/images/histo_00346.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,d023603e0b78c3ca7df2b1965802b99c
histo_00347,histopathology/images/histo_00347.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,3d77b259b6e2b0264e3723afbcf3a1d5
histo_00348,histopathology/images/histo_00348.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,b62637a197a350e3ba118f4f03ee56a4
histo_00349,histopathology/images/histo_00349.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,test,129e8f13f70626199cddc55b6d8ab0de
histo_00350,histopathology/images/histo_00350.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,1064c9840d43707dc961a99d9709ff56
histo_00351,histopathology/images/histo_00351.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,d7f7b92452db06513daa0eacc49c23ae
histo_00352,histopathology/images/histo_00352.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,12230ce8652a37637c7477173872201d
histo_00353,histopathology/images/histo_00353.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,424b04fefd4202c49865867a6dff155a
histo_00354,histopathology/images/histo_00354.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,dd7b3f6f3394f4a549292685e9f7bc22
histo_00355,histopathology/images/histo_00355.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,37f9d1730e79ec96f8022c89c95c9233
histo_00356,histopathology/images/histo_00356.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,e9cebc7a767128f5a4986961e29b9cd5
histo_00357,histopathology/images/histo_00357.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,test,96aafbc6991f26d0c28627ba382cb254
histo_00358,histopathology/images/histo_00358.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,a2402d75997d69e9166d8575505c7147
histo_00359,histopathology/images/histo_00359.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,828556e73266defab72a44b800e3d7cc
histo_00360,histopathology/images/histo_00360.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,101cd398b10bdcaa7afcba7f4444f4c6
histo_00361,histopathology/images/histo_00361.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,7a58c46eb7550a2a940771b354b1d747
histo_00362,histopathology/images/histo_00362.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,6c67ad0ead923d5f2e538f6a51d34fe6
histo_00363,histopathology/images/histo_00363.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,7d1a15c4674e0fbf44bedafc9e1744ce
histo_00364,histopathology/images/histo_00364.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,a92a898211521f0768a61c81ca599915
histo_00365,histopathology/images/histo_00365.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,156e56f45ff33ff8f380ad1ba33121d2
histo_00366,histopathology/images/histo_00366.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,a4868eee1485c2429cbe021a03e92b85
histo_00367,histopathology/images/histo_00367.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,test,8c99d6a5674a5b4ed30f213d66f42f25
histo_00368,histopathology/images/histo_00368.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,4abc9af6f6c185c5fe508db4b839aada
histo_00369,histopathology/images/histo_00369.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,201a4cb6facb9caf76e735d63b5ec696
histo_00370,histopathology/images/histo_00370.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,20584913637d84b011318cec3f8e039d
histo_00371,histopathology/images/histo_00371.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,49d233871eb1d5f7c5615112c228578c
histo_00372,histopathology/images/histo_00372.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,2035f662d8e6130c86b08f627b52fa00
histo_00373,histopathology/images/histo_00373.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,test,e70d3b5ae159fb4b2d16ed9af519546d
histo_00374,histopathology/images/histo_00374.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,dcf7bdfeeaa4706ec096f4b420ed8a18
histo_00375,histopathology/images/histo_00375.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,6b1f070fed0bb9cc3362f1451a51c89e
histo_00376,histopathology/images/histo_00376.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,ae84d4a3326569b1e23c8e6424c00665
histo_00377,histopathology/images/histo_00377.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,d503f6c7b527a93ad24d67f58d2447cc
histo_00378,histopathology/images/histo_00378.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,bfa3ac94c58da4183cf593a55eacbeb2
histo_00379,histopathology/images/histo_00379.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,0aa6acab5b4bb938e6ff0991369d6747
histo_00380,histopathology/images/histo_00380.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,156ff4b935733573bc3922910cf40354
histo_00381,histopathology/images/histo_00381.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,811cb7b4f8bbbf216e43d4fe53b9499b
histo_00382,histopathology/images/histo_00382.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,c2c7268a44a4fc3e06ab73aa3daa4162
histo_00383,histopathology/images/histo_00383.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,fabf045813e3c72d42b631c08b0fd237
histo_00384,histopathology/images/histo_00384.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,b4255384eb9948528f257959fb867bc4
histo_00385,histopathology/images/histo_00385.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,c06c71814a1166547ca812cc00a27eb1
histo_00386,histopathology/images/histo_00386.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,42eb9bc3a7034c3e8d56cb2be82eb327
histo_00387,histopathology/images/histo_00387.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,7df416be24038f943fef12d40b791c53
histo_00388,histopathology/images/histo_00388.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,test,06ca3c4785db18039c4dfa722a625bfa
histo_00389,histopathology/images/histo_00389.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,26b6d3eaf04acc4eee293f3aae31a6d4
histo_00390,histopathology/images/histo_00390.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,b9fcaf6a1f3b02e5332b61f6014bb4f5
histo_00391,histopathology/images/histo_00391.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,525838274406c5e04eb3f3788ad9fd72
histo_00392,histopathology/images/histo_00392.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,af5ba7d9d6a1970c85bf181c00259065
histo_00393,histopathology/images/histo_00393.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,test,48cc7484adafb9ee4e71bc043999bf5b
histo_00394,histopathology/images/histo_00394.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,2612d0ef455f815c6b155bb84b3ea987
histo_00395,histopathology/images/histo_00395.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,9aee063c42900c5cb3b25e0be7ccb0ef
histo_00396,histopathology/images/histo_00396.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,c8a9e81c80c1fc6b4ad0eb530004773e
histo_00397,histopathology/images/histo_00397.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,test,6f2cc68936a7c45d91af8bc719cd82b2
histo_00398,histopathology/images/histo_00398.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,24e3de5725e9cc42c097e8efe970d820
histo_00399,histopathology/images/histo_00399.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,dd6a4a6395c87778fb27fcd6f4c53d6d
histo_00400,histopathology/images/histo_00400.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,2fec35b60a70bf5829cf474ddb311f50
histo_00401,histopathology/images/histo_00401.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,test,82ea37dad42804571ceac1aac2de41bb
histo_00402,histopathology/images/histo_00402.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,463e06b2ff2bbeef9c109ce8435c3320
histo_00403,histopathology/images/histo_00403.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,ec63796255462bbfb355e40160baea8c
histo_00404,histopathology/images/histo_00404.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,c9348730c3e20e7c41bf9733add2caa6
histo_00405,histopathology/images/histo_00405.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,88108d6ab75994bcc79708ce06a99de8
histo_00406,histopathology/images/histo_00406.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,d3ba2276b7119be67fcf1fb4be73dfff
histo_00407,histopathology/images/histo_00407.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,02da907664107211f970cdc4803bea6c
histo_00408,histopathology/images/histo_00408.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,46b4628dbe8caf949aeb2bf201d94af1
histo_00409,histopathology/images/histo_00409.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,test,2f35e2c7831e6ab90d45cb1c0e176a3f
histo_00410,histopathology/images/histo_00410.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,a507b10b3fc894ba7800b824f5c3304d
histo_00411,histopathology/images/histo_00411.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,5b76b3d80fdfa49f66ae79e013245fbe
histo_00412,histopathology/images/histo_00412.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,4fbc249a313e13da56307cd63976719c
histo_00413,histopathology/images/histo_00413.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,test,513870bc2d75e80873a006f154098d97
histo_00414,histopathology/images/histo_00414.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,test,5e555c5bd50cefed85b5761e2087e9cc
histo_00415,histopathology/images/histo_00415.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,b2ceda54bf2b47179836f0caec652c41
histo_00416,histopathology/images/histo_00416.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,06706ce811dcc9d4e49b7824615c7c37
histo_00417,histopathology/images/histo_00417.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,db7dc83dd10fd995adcfb0fbc77c338d
histo_00418,histopathology/images/histo_00418.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,test,200572a799a36a693f515716685f0cdb
histo_00419,histopathology/images/histo_00419.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,0802fadc03fd7459bdb164f0728e6aa1
histo_00420,histopathology/images/histo_00420.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,test,64668d09581980b0e8ade50deecd067e
histo_00421,histopathology/images/histo_00421.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,7cffc2f3cb5b0ed49692f057c6d6d978
histo_00422,histopathology/images/histo_00422.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,4d6f938892074881ac16652382eacb5f
histo_00423,histopathology/images/histo_00423.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,d0656e15457498005292fe5d85155555
histo_00424,histopathology/images/histo_00424.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,d2dbee65e382b133027001f5419627c1
histo_00425,histopathology/images/histo_00425.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,test,9ef9cbaf1c50a9cd0262cabea368e62c
